challenge_id,user_id,team_id,id,ip,provided,type,date
22,38,17,4436,218.248.46.201,flag{WASH-MY-HANDS-WITH-THEIR-BLOOD},correct,2026-02-23 06:56:07.363073
15,22,8,4466,152.57.54.234,flag{ONE-FINAL-SHAPE},correct,2026-02-23 07:00:37.033430
8,8,5,4482,103.89.233.254,flag{APBMCFIJ},correct,2026-02-23 07:04:10.653801
26,47,16,4487,103.89.233.254,flag{yul_speaks_through_honesty},correct,2026-02-23 07:05:23.378355
28,2,2,4490,103.89.233.254,flag{we_have_a_better_destiny},correct,2026-02-23 07:07:37.742714
25,2,2,4492,103.89.233.254,flag{ur_yearns_through_hunger},correct,2026-02-23 08:30:39.756281
5,5,2,4514,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 08:32:38.428225
26,33,13,4520,103.89.233.254,flag{the_schedule_was_broken},correct,2026-02-23 08:33:05.179828
10,31,13,4529,103.89.233.254,flag{FIRST_STRIKE},correct,2026-02-23 08:33:53.962794
25,31,13,4536,103.89.233.254,flag{ur_yearns_through_hunger},correct,2026-02-23 08:34:27.193654
5,31,13,4550,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 08:35:30.676881
6,31,13,4559,103.89.233.254,flag{ISHTAR-METADATA-RECOVERY},correct,2026-02-23 08:35:59.465537
5,8,5,4647,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 08:40:48.813745
1,29,13,4649,103.89.233.254,flag{ISHTAR-HIDDEN-IN-PLAIN-SIGHT},correct,2026-02-23 08:41:04.522357
15,39,17,4652,103.89.233.254,flag{ONE-FINAL-SHAPE},correct,2026-02-23 08:41:12.884743
23,6,3,4656,103.89.233.254,flag{NOBODY-DENIES-MY-THIRST},correct,2026-02-23 08:41:20.304496
2,6,3,4668,103.89.233.254,flag{ISHTAR-SURFACE-LEVEL-DECEPTION},correct,2026-02-23 08:41:46.559503
5,12,8,4669,152.57.70.89,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 08:41:52.207502
15,51,7,4670,103.89.233.254,flag{ONE-FINAL-SHAPE},correct,2026-02-23 08:42:02.554539
15,32,15,4676,103.89.233.254,flag{ONE-FINAL-SHAPE},correct,2026-02-23 08:42:30.353517
6,10,7,4702,103.89.233.254,flag{ISHTAR-METADATA-RECOVERY},correct,2026-02-23 08:43:38.060367
15,25,10,4706,103.89.233.254,flag{ONE-FINAL-SHAPE},correct,2026-02-23 08:43:51.636184
5,6,3,4712,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 08:44:10.696271
6,4,2,4715,103.89.233.254,flag{ISHTAR-METADATA-RECOVERY},correct,2026-02-23 08:44:19.896472
6,12,8,4744,152.57.70.89,flag{ISHTAR-METADATA-RECOVERY},correct,2026-02-23 08:45:38.192604
21,7,4,4753,103.89.233.254,flag{NOT-A-MONSTER-A-SAVIOR},correct,2026-02-23 08:45:56.843692
6,8,5,4790,103.89.233.254,flag{ISHTAR-METADATA-RECOVERY},correct,2026-02-23 08:47:07.179007
23,40,17,4895,103.89.233.254,flag{NOBODY-DENIES-MY-THIRST},correct,2026-02-23 08:50:45.536719
5,30,14,4921,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 08:51:46.604251
15,35,11,4943,103.89.233.254,flag{ONE-FINAL-SHAPE},correct,2026-02-23 08:52:46.214431
7,4,2,4945,103.89.233.254,flag{SYLORIN-VISUAL-CONFIRMATION},correct,2026-02-23 08:52:50.907909
15,47,16,4963,103.89.233.254,flag{ONE-FINAL-SHAPE},correct,2026-02-23 08:53:40.717374
5,47,16,5033,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 08:57:00.854190
6,40,17,5062,103.89.233.254,flag{ISHTAR-METADATA-RECOVERY},correct,2026-02-23 08:58:25.957685
5,25,10,5115,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 09:00:16.451145
5,40,17,5119,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 09:00:21.777266
6,32,15,5125,103.89.233.254,flag{ISHTAR-METADATA-RECOVERY},correct,2026-02-23 09:00:41.372142
4,40,17,5147,103.89.233.254,flag{ISHTAR-TERMINAL-ACCESS},correct,2026-02-23 09:02:54.167393
5,32,15,5175,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 09:06:23.895792
21,50,14,5177,103.89.233.254,flag{NOT-A-MONSTER-A-SAVIOR},correct,2026-02-23 09:06:44.417269
26,6,3,5239,103.89.233.254,flag{yul_speaks_through_honesty},correct,2026-02-23 09:09:18.218713
5,10,7,5246,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 09:09:33.538596
5,35,11,5305,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 09:12:28.280198
29,40,17,5541,103.89.233.254,flag{rhulk_was_never_virtuous},correct,2026-02-23 09:23:31.344972
29,12,8,5567,152.57.70.89,flag{rhulk_was_never_virtuous},correct,2026-02-23 09:24:16.872100
22,50,14,5573,103.89.233.254,flag{WASH-MY-HANDS-WITH-THEIR-BLOOD},correct,2026-02-23 09:24:43.979882
5,11,4,5894,103.89.233.254,flag{ISHTAR-HIDDEN-RECORD},correct,2026-02-23 09:38:55.425286
10,16,10,5973,103.89.233.254,flag{FIRST_STRIKE},correct,2026-02-23 09:42:54.074297
6,7,4,6021,103.89.233.254,flag{ISHTAR-METADATA-RECOVERY},correct,2026-02-23 09:45:06.547787
26,2,2,6118,103.89.233.254,flag{yul_speaks_through_honesty},correct,2026-02-23 09:50:36.870561
6,36,14,6169,103.89.233.254,flag{ISHTAR-METADATA-RECOVERY},correct,2026-02-23 09:56:23.189197
21,21,11,6195,152.57.63.0,flag{NOT-A-MONSTER-A-SAVIOR},correct,2026-02-23 09:59:31.739362
21,13,9,6207,103.89.233.254,flag{NOT-A-MONSTER-A-SAVIOR},correct,2026-02-23 10:00:54.711530
15,31,13,6225,103.89.233.254,flag{ONE-FINAL-SHAPE},correct,2026-02-23 10:03:11.823838
10,11,4,6319,103.89.233.254,flag{FIRST_STRIKE},correct,2026-02-23 10:12:58.436441
29,2,2,6479,103.89.233.254,flag{hunger_honesty_thousands_secrets_order},correct,2026-02-23 10:20:01.612801
29,31,13,6488,103.89.233.254,flag{rhulk_was_never_virtuous},correct,2026-02-23 10:20:54.889789
10,40,17,6561,152.57.65.79,flag{FIRST_STRIKE},correct,2026-02-23 10:24:33.133910
6,26,6,6614,103.89.233.254,flag{ISHTAR-METADATA-RECOVERY},correct,2026-02-23 10:27:16.607762
13,2,2,6616,103.89.233.254,flag{WILL_TO_GO_ON_EXISTING},correct,2026-02-23 10:27:18.652124
13,8,5,6627,103.89.233.254,flag{WILL_TO_GO_ON_EXISTING},correct,2026-02-23 10:28:05.399125
14,46,7,6643,103.89.233.254,flag{TWELVE},correct,2026-02-23 10:29:08.821555
14,13,9,6651,103.89.233.254,flag{TWELVE},correct,2026-02-23 10:29:38.992182
